text,label
Where can I find block b,10
How should I be corridor a,1
Where can I find inventory office,22
How should I be clinic,23
sales office,17
Where can I find chief of maintenance office,20
I want to go to the stock warehouse area,12
Where can I find plant manager office,18
How should I be general offices,24
Comment aller au storage b room ?,7
Where can I find Storage Room B,7
Can you direct me to Managing Director Office?,15
How should I be main corridor,1
How should I be clinic,23
Where can I find Main Corridor,1
Block B,10
Where can I find Reception,0
Where can I find industry area,11
Je cherche lounge,2
Where can I find Restaurant,13
I am looking for support offices block,10
Where can I find Block B,10
Where can I find plant manager office,18
How should I be industrial operations,11
How should I be maintenance coordinator office,21
Je cherche Sales ibiro,17
Je suis ici pour voir General Offices please,24
Where can I find supervisor office,25
Where can I find maintenance coordination,21
Where can I find stock warehouse area,12
Nereke inzira yerekeza kuri finance manager thanks,5
Can you direct me to bathroom?,14
Où se trouve ibiro by imari ?,5
Nereke yerekeza inzira kuri medical room,23
Where can I find finance manager,5
I am here to visit maintenance coordinator office svp,21
Where is Meeting Room 3?,6
I have a meeting at finance head,5
How should I be General Offices,24
Pouvez-vous m'indiquer human resource office ?,4
Where can I find commercial office,17
Pouvez-vous m'indiquer Maintenance Coordinator Office ? please,21
Emmenez-moi au maintenance chief ibiro please,20
Where is Admin Corridor?,3
Njyanye kuri restricted zone,7
How should I be md office,15
How should I be stock warehouse area,12
Montrez-moi le chemin vers maintenance chief office,20
How should I be toilet,8
How should I be sales office,17
Ni hehe habarirwa Finance bureau 201?,5
Where can I find stock area,12
How should I be restricted zone,7
Je dois Maintenance rencontrer Supervisor Office,25
I am here to visit waiting area,2
How should I be waiting area,2
Where can I find Secretary to the Plant Manager,19
How should I be canteen,13
How should I be finance office,5
How should I be Toilets,14
Nshaka gusura plant director office,16
How should I be support offices block,10
Where can I find industry area,11
How should I be admin corridor,3
Où se trouve server icyumba ?,7
Ndashaka guhura n'umuyobozi wa hr office,4
Where is managing office? director thanks,15
Where can I find admin corridor,3
Where can I find Toilets,14
I need directions to industry area,11
Je dois rencontrer Finance Office 201,5
How should I be front desk,0
Where can I find corridor a,1
Where can I find General Offices,24
Je voudrais aller au medical room ngwino,23
How should I be Chief of Maintenance Office,20
How should I be admin corridor,3
Where is clinic?,23
Ni hehe habarirwa Maintenance Supervisor Office?,25
Please take me to finance office,5
Mfite inama muri md office,15
How should I be front desk,0
Pouvez-vous m'indiquer hr ? head,4
Where can I find commercial office,17
Ndashaka finance kubona ibiro,5
First Aid Office,23
How should I be main corridor,1
Where can I find Plant Manager Office,18
Mfite inama muri toilet,8
Where can I find bathroom,14
Help me reach general offices,24
How should I be hr manager,4
Where can I find stock warehouse area,12
Where can I find main corridor,1
Where can I find toilet,8
How should I be Managing Director Office,15
Block A,9
Montrez-moi le chemin vers Finance bureau 201,5
Show me the way to Meeting Room 3,6
How should I be finance manager,5
cafeteria,13
Je suis ici pour voir toilet murakoze,8
Où se trouve Stock / Warehouse Area ? ngwino,12
Ndashaka kujya kuri Industry Area,11
Where can I find md office,15
Ndashaka kujya kuri Chief of Maintenance Office,20
Je suis ici pour voir waiting area,2
Où se trouve maintenance coordination ?,21
How should I be bathroom,14
How should I be restricted zone,7
How should I be plant manager office,18
Où se trouve director ibiro ?,15
I am looking for Managing Director Office,15
Je cherche hr manager,4
Je dois rencontrer managing director office,15
Emmenez-moi au storage room b,7
Je cherche finance manager,5
bureau finance s'il vous plaît,5
I need to find director plant office,16
Where can I find corridor b,3
How should I be director office,15
How should I be warehouse,12
How should I be block a,9
Where can I find inventory office,22
How should I be hr manager,4
Where can I find director office,15
Ni hehe habarirwa general office?,24
Help me reach restaurant,13
How should I be reception desk,0
How should I be human resource office,4
Where can I find HR Office 104,4
Pouvez-vous m'indiquer supervisor office ?,25
Where can I find bathroom,14
I have a meeting at block b,10
How should I be industrial operations,11
J'ai rendez-vous au plant director ibiro,16
Ndashaka kujya kuri finance office,5
Where can I find plant manager secretary,19
Where can I find block a,9
Show me the way to corridor a,1
Toilets,14
How should I be Finance Office 201,5
How should I be ressources humaines,4
Where can I find Block B,10
How should I be managing director office,15
Can you direct me to Director Managing Office?,15
Where can I find maintenance coordinator office,21
Where can I find storage room b,7
I want to go to the Office Sales,17
How should I be Sales Office,17
How should I be corridor a,1
chief of maintenance office please,20
Where can I find main corridor,1
Where can I find sales office,17
Storage room B iri he?,7
front desk s'il vous plaît,0
lounge please,2
Where can I find conference room,6
How do I get to canteen?,13
Where can I find restaurant,13
Montrez-moi le chemin vers maintenance coordinator office,21
How should I be managing director office,15
How should I be first aid office,23
How should I be industrial operations,11
Where can I find clinic,23
Nereke inzira yerekeza kuri canteen,13
Ni habarirwa hehe medical salle,23
Njyanye kuri secretary to the plant manager,19
I am here to visit clinic,23
Je cherche stock warehouse area ngwino,12
Where can I find plant manager secretary,19
Where can I find warehouse,12
ibiro by imari s'il vous plaît svp,5
Where can I find Plant Manager Office,18
How should I be waiting area,2
Where can I find operational block,10
I need to find customer service block,9
How should I be general offices,24
Montrez-moi le chemin vers plant manager secretary please,19
Where can I find bureau finance,5
How should I be operational block,10
need I to find warehouse,12
Where can I find stock office,22
Show me the way to Waiting Area,2
How should I be Plant Director Office,16
How do I get to maintenance supervisor office,25
Je dois rencontrer restroom,8
How should I be corridor a,1
How should I be general office,24
Nshaka gusura medical room,23
How should I be First Aid Office,23
How should I be stock warehouse area,12
How should I be Stock Office,22
Nereke yerekeza inzira kuri Main Corridor,1
Comment aller au canteen ?,13
Montrez-moi le chemin vers Chief of Maintenance Office,20
storage b room s'il vous plaît,7
How should I be bathroom,14
Where can I find Block A,9
How should I be hr office,4
Nshaka gusura room medical,23
human resource ibiro s'il vous plaît ngwino,4
I am here to visit main corridor thanks,1
Where can I find HR Office 104,4
Ndashaka n'umuyobozi guhura wa plant head office,18
I want to go to the Reception,0
Where can I find ubuyobozi bwa hr,4
Where can I find HR Office 104,4
Where can I find technical supervision,11
I need to find plant office manager,18
Ndashaka kubona accounting department,5
Where can I find front desk,0
I am looking for commercial office,17
Where can I find restaurant,13
Where can I find industrial operations,11
Where is HR Office 104?,4
How should I be restroom,8
Emmenez-moi au First Aid Office,23
Show me the way plant to director office,16
Where can I find lounge,2
Where can I find lounge,2
Where can I find bathroom,8
Help me reach ubuyobozi bwa hr,4
kuri Njyanye restricted zone please,7
Nshaka gusura first aid bureau,23
I want to go to the First Aid Office,23
Montrez-moi le chemin vers session room 3,6
Where can I find maintenance supervisor office,25
I need directions to secretary to the plant manager,19
How should I be corridor b,3
How should I be director plant office,16
Je voudrais aller au operational block,10
Where can I find Industry Area,11
Ni hehe habarirwa Supervisor Maintenance Office?,25
How should I be inventory office,22
How should I be server room,7
I have a meeting at corridor a,1
Où se trouve Finance bureau 201 ?,5
I want to go to the session room 3,6
How should I be restroom,8
How do I get to Bathroom?,8
How should I be block b,10
How should I be main corridor,1
How should I be maintenance chief office,20
Où se trouve restricted zone ?,7
J'ai rendez-vous au clinic,23
Where can I find supervisor office,25
board salle please,6
How should I be chief of maintenance office,20
Where can I find maintenance chief office,20
Where can I find managing director office,15
Please me take to Storage room B,7
Please take me to Corridor Admin svp,3
How should I be restricted zone,7
inama Mfite muri chief of maintenance bureau,20
Ndashaka kubona plant chief office murakoze,18
Can you direct me to conference salle,6
How should I be Bathroom,8
Where can I find Industry Area,11
Help reach me corridor a,1
Je suis ici pour voir Maintenance Coordinator Office please,21
Where can I find First Aid Office,23
HR Office 104 iri he?,4
Where can I find first aid office,23
J'ai rendez-vous au maintenance coordination,21
Où se trouve Storage icyumba B ?,7
How should I be sales office,17
How should I be plant director office,16
How should I be administrative block,9
cherche Je stock office,22
How should I be Restaurant,13
Where can I find Meeting Room 3,6
